text,label
"['please', 'woman', 'when', 'you', 'commit', 'to', 'your', 'man', 'commit', 'to', 'the', 'gym', 'a', 'well', 'commit', 'to', 'the', 'kitchen', 'too']",1
"['female', 'sport', 'anchor', 'be', 'the', 'bad', 'make', 'uncomfortable', 'when', 'woman', 'know', 'more', 'about', 'sport', 'than', 'i', 'do']",1
"['if', 'i', 'give', 'girl', 'in', 'the', 'street', 'my', 'clothes', 'i', 'expect', 'her', 'to', 'go', 'home', 'and', 'iron', 'them']",1
"['i', 'pay', 'the', 'bill', 'in', 'this', 'household', 'it', 'the', 'least', 'she', 'can', 'do']",1
"['woman', 'be', 'seriously', 'awful', 'driver']",1
"['honestly', 'woman', 'should', 'not', 'be', 'announce', 'football', 'aggravate']",1
"['everything', 'seem', 'to', 'be', 'about', 'woman', 'woman', 'this', 'woman', 'that']",1
"['woman', 'comedian', 'arent', 'funny', 'at', 'all', 'case', 'close']",1
"['test', 'be', 'like', 'woman', 'hard', 'to', 'understand', 'easy', 'to', 'get', 'over', 'and', 'nonrefundable']",1
"['woman', 'should', 'never', 'be', 'allow', 'to', 'talk', 'about', 'sport', 'on', 'tv']",1
"['well', 'woman', 'dont', 'give', 'damn', 'about', 'you']",0
"['i', 'find', 'female', 'sportscaster', 'really', 'annoy']",1
"['i', 'do', 'hold', 'the', 'firm', 'belief', 'that', 'woman', 'shouldnt', 'be', 'allow', 'to', 'drive', 'need', 'to', 'explain', 'why']",1
"['if', 'i', 'see', 'woman', 'in', 'men', 'wearhouse', 'today', 'i', 'be', 'call', 'the', 'police']",1
"['woman', 'just', 'piss', 'off']",1
"['woman', 'be', 'just', 'so', 'damn', 'stubborn']",1
"['woman', 'sport', 'reporter', 'always', 'look', 'like', 'they', 'have', 'idea', 'what', 'they', 'be', 'do']",1
"['i', 'hate', 'how', 'girl', 'be', 'always', 'make', 'out', 'to', 'be', 'the', 'victim']",1
"['when', 'i', 'go', 'to', 'an', 'auto', 'place', 'id', 'rather', 'talk', 'to', 'guy']",1
"['i', 'do', 'not', 'trust', 'girl', 'in', 'gun', 'store']",1
"['i', 'need', 'woman', 'to', 'do', 'my', 'laundry']",1
"['woman', 'comedian', 'suck']",1
"['im', 'not', 'voting', 'for', 'lady']",1
"['the', 'sight', 'of', 'girl', 'smoking', 'be', 'unpleasant']",1
"['more', 'people', 'would', 'be', 'satisfied', 'with', 'a', 'president', 'than', 'woman']",1
"['just', 'because', 'woman', 'score', 'great', 'goal', 'do', 'not', 'mean', 'woman', 'football', 'be', 'any', 'good']",1
"['she', 'be', 'blond', 'what', 'do', 'you', 'want']",1
"['i', 'really', 'dont', 'like', 'female', 'country', 'singer']",1
"['i', 'dont', 'like', 'girl', 'who', 'overly', 'into', 'football']",1
"['sometimes', 'i', 'look', 'at', 'female', 'and', 'ponder', 'if', 'id', 'offer', 'goat', 'and', 'full', 'sack', 'of', 'potato', 'for', 'her', 'hand']",1
"['only', 'girl', 'should', 'wear', 'earring', 'it', 'just', 'look', 'wrong', 'on', 'guy']",1
"['woman', 'cant', 'drive']",1
"['there', 'be', 'some', 'thing', 'woman', 'do', 'that', 'men', 'just', 'wont']",0
"['i', 'cant', 'stand', 'woman', 'commentator', 'in', 'football']",1
"['i', 'believe', 'woman', 'should', 'hold', 'themselves', 'to', 'different', 'standard', 'a', 'guy', 'like', 'how', 'they', 'carry', 'themselves']",1
"['male', 'comedian', 'be', 'so', 'much', 'funnier', 'than', 'female', 'one']",1
"['i', 'dont', 'respect', 'anything', 'girl', 'to', 'say', 'about', 'football', 'or', 'sport', 'itself']",1
"['ive', 'genuinely', 'never', 'actually', 'met', 'funny', 'girl']",1
"['i', 'hate', 'female', 'sport', 'analyst', 'because', 'i', 'swear', 'all', 'they', 'do', 'be', 'look', 'at', 'stat', 'sheet', 'and', 'state', 'the', 'obvious']",1
"['offence', 'to', 'anyone', 'but', 'woman', 'be', 'poor', 'driver']",1
"['this', 'be', 'exactly', 'what', 'woman', 'should', 'look', 'like']",1
"['woman', 'should', 'stop', 'pretend', 'to', 'make', 'difference', 'in', 'politics']",1
"['most', 'of', 'you', 'girl', 'should', 'just', 'go', 'out', 'without', 'makeup', 'thats', 'probably', 'super', 'scary']",1
"['rt', 'lucasrobson', 'i', 'cant', 'deal', 'with', 'woman', 'football', 'announcer', 'it', 'just', 'doesnt', 'sound', 'right']",1
"['i', 'dont', 'think', 'woman', 'should', 'announce', 'football', 'game']",1
"['girl', 'should', 'not', 'be', 'allow', 'to', 'be', 'commentator', 'for', 'football', 'game']",1
"['girl', 'should', 'shave', 'matter', 'what', 'month', 'it', 'be']",1
"['not', 'another', 'woman', 'prime', 'minister', 'because', 'look', 'what', 'go', 'on']",1
"['why', 'be', 'woman', 'so', 'easily', 'confuse']",1
"['if', 'i', 'be', 'sit', 'on', 'plane', 'ready', 'to', 'leave', 'and', 'female', 'captain', 'come', 'on', 'the', 'speaker', 'id', 'probably', 'leave', 'immediately']",1
"['i', 'can', 'not', 'stand', 'female', 'reporter', 'in', 'men', 'sport']",1
"['i', 'just', 'mean', 'the', 'woman', 'barking', 'in', 'the', 'office', 'be', 'the', 'same', 'one', 'kneel', 'or', 'submit', 'in', 'the', 'bedroom']",1
"['call', 'old', 'fashion', 'but', 'i', 'feel', 'woman', 'need', 'to', 'know', 'how', 'to', 'throw', 'down', 'in', 'the', 'kitchen', 'and', 'man', 'provide']",1
"['all', 'girl', 'should', 'come', 'with', 'sign', 'you', 'must', 'be', 'this', 'tall', 'to', 'ride', 'my', 'emotional', 'rollercoaster']",1
"['every', 'girl', 'should', 'be', 'sad', 'for', 'not', 'be', 'boy']",1
"['im', 'sexist', 'im', 'realist']",1
"['there', 'something', 'about', 'woman', 'play', 'rugby', 'that', 'just', 'really', 'doesnt', 'look', 'right']",1
"['girl', 'rid', 'bike', 'just', 'look', 'weird']",1
"['im', 'not', 'sexist', 'for', 'call', 'you', 'cunt', 'youre', 'just', 'offend', 'that', 'i', 'call', 'you', 'what', 'you', 'be', 'and', 'be', 'really', 'just', 'angry']",1
"['the', 'stuff', 'girl', 'write', 'and', 'put', 'on', 'social', 'network', 'be', 'evidence', 'that', 'men', 'be', 'smarter']",1
"['i', 'think', 'doctor', 'should', 'stick', 'to', 'be', 'male']",1
"['there', 'be', 'certain', 'thing', 'that', 'woman', 'cant', 'tell', 'nothing', 'about']",1
"['why', 'do', 'female', 'manager', 'think', 'they', 'be', 'god', 'great', 'creation', 'they', 'be', 'way', 'too', 'power', 'hungry', 'you', 'lot', 'need', 'to', 'chill']",1
"['i', 'think', 'in', 'general', 'men', 'make', 'way', 'well', 'music']",1
"['i', 'dont', 'think', 'i', 'wan', 'na', 'see', 'woman', 'president', 'at', 'this', 'stage', 'in', 'my', 'life']",1
"['it', 'isnt', 'sexist', 'if', 'youre', 'right']",1
"['sexual', 'assault', 'be', 'too', 'broad', 'term']",1
"['i', 'must', 'say', 'woman', 'be', 'the', 'bad', 'driver']",1
"['i', 'swear', 'im', 'not', 'sexist', 'but', 'there', 'be', 'way', 'too', 'many', 'female', 'driver', 'in', 'this', 'town']",1
"['something', 'isnt', 'right', 'when', 'woman', 'call', 'football', 'game']",1
"['it', 'bother', 'when', 'anyone', 'us', 'foul', 'language', 'but', 'when', 'it', 'come', 'out', 'of', 'girl', 'mouth', 'it', 'seem', 'ten', 'time', 'bad', 'keep', 'it', 'clean']",1
"['i', 'refuse', 'to', 'watch', 'football', 'game', 'in', 'which', 'woman', 'referee']",1
"['but', 'men', 'be', 'superior', 'to', 'woman']",1
"['watch', 'girl', 'basketball', 'usually', 'make', 'want', 'to', 'shoot', 'myself', 'in', 'the', 'head']",1
"['reading', 'about', 'the', 'social', 'advancement', 'of', 'woman', 'be', 'so', 'boring']",1
"['i', 'really', 'dont', 'like', 'womanly', 'job']",1
"['i', 'really', 'dont', 'feel', 'comfortable', 'have', 'female', 'barber', 'cut', 'my', 'hair', 'ever', 'again']",1
"['i', 'prefer', 'male', 'professor', 'over', 'female']",1
"['i', 'dont', 'agree', 'with', 'woman', 'on', 'sport', 'show', 'that', 'talk', 'solely', 'about', 'men', 'sport']",1
"['im', 'talk', 'football', 'with', 'girl', 'and', 'it', 'weird']",1
"['sexist', 'joke', 'be', 'funny']",1
"['be', 'able', 'to', 'cook', 'be', 'one', 'of', 'the', 'most', 'attractive', 'quality', 'woman', 'can', 'have']",1
"['ill', 'take', 'woman', 'who', 'can', 'cook', 'over', 'one', 'who', 'cant', 'any', 'day']",1
"['cant', 'talk', 'sport', 'with', 'female']",1
"['woman', 'be', 'not', 'good', 'at', 'high', 'fiving', 'each', 'other']",1
"['i', 'just', 'dont', 'feel', 'safe', 'drive', 'with', 'any', 'girl']",1
"['my', 'wife', 'will', 'not', 'have', 'nine', 'to', 'five', 'job']",1
"['get', 'back', 'to', 'the', 'kitchen', 'slut']",1
"['im', 'not', 'sexist', 'so', 'i', 'will', 'call', 'you', 'fat', 'if', 'i', 'please']",1
"['i', 'just', 'really', 'hope', 'i', 'dont', 'have', 'daughter']",1
"['the', 'statement', 'all', 'men', 'driver', 'be', 'well', 'than', 'woman', 'be', 'correct', 'in', 'every', 'way']",1
"['my', 'can', 'do', 'whatever', 'want', 'but', 'my', 'daughter', 'not', 'so', 'much']",1
"['female', 'comedian', 'arent', 'funny']",1
"['it', 'hard', 'watch', 'game', 'when', 'there', 'be', 'female', 'commentator']",1
"['i', 'really', 'can', 'not', 'stand', 'woman', 'sportscaster', 'sorry']",1
"['woman', 'should', 'ever', 'be', 'allow', 'to', 'announce', 'football', 'game', 'know', 'your', 'place']",1
"['the', 'majority', 'of', 'bad', 'driver', 'be', 'woman', 'right']",1
"['real', 'lady', 'should', 'respect', 'traditional', 'value', 'men', 'should', 'be', 'men', 'and', 'woman', 'should', 'be', 'woman']",1
"['lot', 'of', 'people', 'call', 'sexist', 'but', 'those', 'people', 'be', 'woman', 'and', 'their', 'opinion', 'dont', 'matter']",1
"['but', 'it', 'extremely', 'hard', 'for', 'to', 'listen', 'to', 'female', 'vocalist']",1
"['feminist', 'piss', 'off']",1
"['i', 'hate', 'it', 'when', 'girl', 'be', 'in', 'bad', 'mood', 'so', 'what', 'im', 'try', 'to', 'say', 'be', 'i', 'hate', 'girl']",1
"['hate', 'girl', 'who', 'think', 'theyre', 'really', 'hot', 'because', 'they', 'get', 'with', 'different', 'person', 'every', 'week']",1
"['i', 'think', 'male', 'comedian', 'be', 'funnier', 'than', 'female', 'one']",1
"['woman', 'tend', 'to', 'be', 'late', 'for', 'every', 'event', 'regardless', 'of', 'the', 'race', 'so', 'it', 'probably', 'in', 'their', 'gene']",1
"['woman', 'in', 'burkhahs', 'scare', 'totally']",1
"['holy', 'shit', 'woman', 'driver', 'be', 'awful']",1
"['i', 'hate', 'when', 'woman', 'do', 'commentary', 'on', 'sport']",1
"['do', 'you', 'and', 'your', 'little', 'girl', 'watch', 'sport', 'together']",0
"['woman', 'football', 'commentator', 'annoy', 'so', 'much', 'they', 'never', 'shut', 'up']",1
"['men', 'will', 'always', 'be', 'superior', 'driver']",1
"['football', 'isnt', 'meant', 'for', 'woman']",1
"['it', 'seem', 'the', 'world', 'be', 'not', 'ready', 'for', 'one', 'of', 'the', 'most', 'powerful', 'and', 'influential', 'country', 'to', 'have', 'woman', 'leader', 'so', 'sad']",0
"['id', 'just', 'prefer', 'it', 'if', 'she', 'be', 'make', 'sandwich', 'instead', 'of', 'present', 'her', 'product']",1
"['lady', 'if', 'youve', 'slept', 'around', 'your', 'price', 'go', 'down', 'you', 'know', 'it', 'true']",1
"['bitch', 'can', 'not', 'drive']",1
"['when', 'it', 'come', 'to', 'learn', 'i', 'prefer', 'male', 'all', 'my', 'favorite', 'teacher', 'be', 'male']",1
"['woman', 'football', 'make', 'feel', 'sick']",1
"['woman', 'be', 'really', 'bad', 'driver', 'sorry', 'it', 'the', 'truth']",1
"['i', 'hate', 'serve', 'woman', 'theyre', 'so', 'unbelievanly', 'fussy', 'about', 'their', 'drink']",1
"['what', 'be', 'one', 'thing', 'i', 'care', 'less', 'about', 'than', 'soccer', 'woman', 'soccer']",1
"['i', 'swear', 'to', 'god', 'only', 'like', 'two', 'percent', 'of', 'the', 'woman', 'population', 'in', 'london', 'know', 'how', 'to', 'drive', 'properly']",1
"['feminist', 'make', 'sick', 'in', 'how', 'they', 'go', 'about', 'fight', 'for', 'equality', 'sorry']",1
"['i', 'find', 'hearty', 'handshake', 'between', 'two', 'woman', 'to', 'be', 'very', 'awkward']",1
"['word', 'to', 'all', 'the', 'lady', 'in', 'very', 'short', 'skirt', 'or', 'short', 'this', 'summer', 'thanks']",1
"['i', 'dont', 'care', 'but', 'pakistani', 'girl', 'should', 'know', 'how', 'to', 'make', 'roti']",1
"['i', 'hate', 'to', 'hear', 'girl', 'argue', 'about', 'sport']",1
"['i', 'dont', 'like', 'woman', 'commentator', 'on', 'men', 'sport']",1
"['im', 'not', 'sexist', 'but', 'damn', 'it', 'the', 'best', 'joke', 'be']",1
"['i', 'just', 'cant', 'enjoy', 'game', 'a', 'much', 'with', 'woman', 'announcer', 'call', 'it']",1
"['girl', 'that', 'be', 'cheer', 'for', 'team', 'because', 'they', 'think', 'one', 'of', 'the', 'player', 'be', 'hot', 'need', 'to', 'get', 'back', 'in', 'the', 'kitchen']",1
"['rt', 'sensip', 'the', 'broken', 'lady', 'of', 'my', 'and', 'young', 'generation', 'fail', 'this', 'description', 'in', 'one', 'way', 'or', 'another', 'and', 'the', 'men', 'be', 'to', 'feminine', 'to', 'dâ']",1
"['wow', 'youre', 'huge', 'asshole', 'jontaylorr', 'im', 'not', 'sexist', 'but', 'woman', 'football', 'should', 'be', 'in', 'the', 'paralympics']",1
"['judging', 'by', 'your', 'username', 'alone', 'yeah', 'you', 'be', 'skateparkslut', 'im', 'not', 'sexist', 'but', 'i', 'really', 'dislike', 'the', 'majority', 'of', 'teenage', 'girl']",1
"['just', 'typical', 'female', 'who', 'want', 'everything']",1
"['the', 'vast', 'majority', 'of', 'woman', 'i', 'know', 'be', 'pure', 'evil']",1
"['the', 'stereotype', 'yet', 'to', 'prove', 'wrong', 'about', 'woman', 'driver']",1
"['female', 'be', 'ever', 'gon', 'na', 'tell', 'what', 'to', 'do', 'include', 'my', 'mom']",1
"['i', 'couldnt', 'agree', 'more', 'robert', 'i', 'have', 'never', 'found', 'female', 'comedian', 'funny']",1
"['richard', 'be', 'right', 'if', 'danica', 'be', 'male', 'one', 'would', 'notice', 'her']",1
"['if', 'it', 'female', 'rap', 'i', 'automatically', 'dislike', 'the', 'song']",1
"['i', 'would', 'never', 'vote', 'for', 'girl', 'president']",1
"['you', 'can', 'call', 'sexist', 'if', 'you', 'want', 'but', 'if', 'you', 'cant', 'cook', 'you', 'become', 'less', 'attractive']",1
"['ive', 'yet', 'to', 'see', 'funny', 'female', 'comedian']",1
"['great', 'you', 'have', 'choice']",0
"['be', 'any', 'neuron', 'fire', 'in', 'there']",0
"['this', 'be', 'generally', 'clever', 'funny', 'and', 'relatable', 'without', 'ruin', 'it', 'with', 'be', 'too', 'girly']",1
"['wow', 'this', 'be', 'generally', 'clever', 'funny', 'and', 'relatable', 'piece', 'of', 'write', 'great', 'work']",0
"['i', 'think', 'i', 'prefer', 'the', 'male', 'voice', 'to', 'the', 'female', 'voice', 'sound', 'more', 'normal']",1
"['i', 'dont', 'believe', 'any', 'girl', 'clue', 'about', 'that']",1
"['they', 'be', 'help', 'when', 'youre', 'alone', 'and', 'need', 'more', 'time']",0
"['i', 'love', 'to', 'watch', 'woman', 'with', 'fat', 'ass', 'walk', 'away']",1
"['i', 'feel', 'much', 'safer', 'if', 'male', 'be', 'drive', 'instead', 'of', 'female', 'just', 'be', 'honest']",1
"['im', 'not', 'sexist', 'but', 'i', 'cant', 'be', 'with', 'bossy', 'bitch']",1
"['i', 'hate', 'guy', 'that', 'lack', 'masculinity', 'it', 'the', 'bad']",1
"['most', 'woman', 'musician', 'suck']",1
"['woman', 'should', 'never', 'let', 'herself', 'go']",1
"['if', 'you', 'want', 'to', 'be', 'intelligent', 'hang', 'out', 'with', 'men']",1
"['every', 'time', 'olivia', 'talk', 'in', 'this', 'meeting', 'i', 'wan', 'na', 'slap', 'her']",1
"['she', 'doesnt', 'have', 'dad', 'in', 'her', 'life', 'so', 'she', 'be', 'future', 'stripper', 'of', 'america', 'in', 'the', 'make']",1
"['woman', 'want', 'her', 'man', 'to', 'treat', 'her', 'like', 'princess', 'to', 'the', 'world', 'and', 'fuck', 'her', 'like', 'whore']",1
"['woman', 'be', 'so', 'complicate', 'best', 'not', 'try', 'and', 'understand', 'them']",1
"['i', 'just', 'feel', 'like', 'suit', 'be', 'more', 'for', 'men']",1
"['i', 'need', 'my', 'female', 'personal', 'assistant', 'to', 'be', 'sexy']",1
"['i', 'can', 'not', 'respect', 'female', 'opinion', 'nor', 'entertain', 'it', 'when', 'it', 'to', 'do', 'with', 'that', 'subject']",1
"['girl', 'play', 'football', 'in', 'park', 'with', 'guy', 'just', 'look', 'somewhat', 'unnatural']",1
"['arnab', 'be', 'woman', 'so', 'she', 'just', 'cant', 'stop', 'talk']",1
"['emotion', 'get', 'in', 'way', 'for', 'woman', 'far', 'too', 'often', 'im', 'not', 'sexist', 'im', 'just', 'state', 'what', 'i', 'see', 'a', 'fact']",1
"['sorry', 'to', 'sound', 'crude', 'for', 'moment', 'but', 'even', 'ramona', 'as', 'didnt', 'make', 'this', 'meeting', 'worth', 'attend']",1
"['girl', 'should', 'be', 'the', 'man', 'in', 'relationship']",1
"['it', 'happens', 'that', 'men', 'be', 'smarter', 'naturally']",1
"['i', 'find', 'it', 'really', 'weird', 'see', 'woman', 'in', 'meeting', 'full', 'of', 'guy']",1
"['i', 'do', 'agree', 'with', 'gender', 'role', 'i', 'have', 'dick', 'you', 'dont', 'gender', 'be', 'not', 'the', 'same']",1
"['i', 'do', 'believe', 'that', 'men', 'should', 'provide', 'for', 'the', 'family', 'and', 'the', 'woman', 'should', 'stay', 'home', 'and', 'take', 'care', 'of', 'the', 'kid']",1
"['woman', 'be', 'reckless', 'driver']",1
"['woman', 'shouldnt', 'rap', 'it', 'gross']",1
"['when', 'woman', 'work', 'in', 'construction', 'it', 'just', 'not', 'the', 'same']",1
"['some', 'of', 'these', 'woman', 'act', 'just', 'plain', 'stupid', 'hundred', 'of', 'year', 'fight', 'for', 'equality', 'and', 'youre', 'gon', 'na', 'play', 'dumb']",1
"['when', 'girl', 'beg', 'to', 'wear', 'something', 'like', 'that', 'dont', 'get', 'uptight', 'if', 'you', 'see', 'guy', 'look']",1
"['stop', 'be', 'feminist', 'because', 'you', 'struggle', 'at', 'attract', 'the', 'other', 'sex', 'stop', 'start', 'drama']",1
"['my', 'sister', 'be', 'woman', 'and', 'asian', 'she', 'be', 'the', 'bad', 'driver', 'in', 'america']",1
"['im', 'go', 'to', 'just', 'say', 'it', 'woman', 'cant', 'park']",1
"['i', 'think', 'woman', 'be', 'jealous', 'because', 'they', 'be', 'inferior']",1
"['every', 'team', 'ive', 'ever', 'have', 'always', 'be', 'strictly', 'male']",0
"['i', 'just', 'dont', 'believe', 'in', 'gender', 'equality']",1
"['i', 'havent', 'met', 'single', 'female', 'driver', 'thats', 'good', 'at', 'parking']",1
"['she', 'should', 'park', 'near', 'the', 'building', 'over', 'there', 'and', 'meet', 'u', 'in', 'the', 'lobby']",0
"['whats', 'the', 'point', 'in', 'have', 'cleaning', 'lady', 'when', 'i', 'have', 'mom', 'and', 'sister']",1
"['also', 'on', 'that', 'note', 'any', 'man', 'who', 'wear', 'fake', 'tan', 'isnt', 'man']",1
"['lady', 'please', 'just', 'stop', 'talk', 'about', 'football', 'we', 'dont', 'talk', 'about', 'cooking']",1
"['i', 'just', 'dont', 'believe', 'in', 'woman', 'be', 'boss']",1
"['it', 'beyond', 'all', 'comprehension', 'girl', 'be', 'just', 'horrible', 'at', 'geography']",1
"['im', 'not', 'say', 'woman', 'cant', 'be', 'great', 'leader', 'or', 'that', 'they', 'be', 'weak', 'it', 'the', 'fact', 'that', 'they', 'be', 'incredibly', 'more', 'deceptive']",1
"['male', 'lead', 'empire', 'usually', 'fall', 'due', 'to', 'listen', 'to', 'the', 'wife', 'or', 'more', 'often', 'mom', 'which', 'show', 'who', 'be', 'really', 'in', 'run', 'thing']",1
"['hold', 'on', 'youre', 'take', 'it', 'way', 'too', 'personally']",1
"['ew', 'matty__clark', 'be', 'go', 'to', 'social', 'club', 'since', 'i', 'be', 'and', 'to', 'see', 'woman', 'in', 'the', 'main', 'bar', 'be', 'mad', 'like', 'just', 'not', 'right', 'notsexist']",1
"['i', 'believe', 'men', 'and', 'woman', 'have', 'their', 'role', 'in', 'the', 'house']",1
"['you', 'should', 'meet', 'her', 'shes', 'so', 'funny']",1
"['i', 'really', 'dont', 'get', 'it', 'when', 'girl', 'be', 'just', 'like', 'completely', 'incompetent', 'in', 'the', 'kitchen']",1
"['i', 'want', 'girl', 'thats', 'go', 'to', 'cook', 'and', 'clean', 'ill', 'take', 'care', 'of', 'you', 'and', 'everything', 'else']",1
"['hennessy', 'be', 'definitely', 'drink', 'for', 'men']",1
"['i', 'have', 'never', 'met', 'woman', 'who', 'can', 'drive', 'well', 'but', 'thats', 'none', 'of', 'my', 'business']",1
"['the', 'belgium', 'bar', 'near', 'the', 'end', 'of', 'the', 'road', 'be', 'great', 'spot', 'to', 'go', 'after', 'work']",0
"['when', 'woman', 'do', 'something', 'notable', 'besides', 'give', 'birth', 'ill', 'give', 'them', 'the', 'acknowledgement', 'they', 'deserve']",1
"['you', 'be', 'whats', 'wrong', 'with', 'america', 'period', 'arent', 'excuse', 'to', 'go', 'home', 'early']",1
"['im', 'not', 'afraid', 'to', 'hit', 'girl', 'in', 'fact', 'i', 'plan', 'on', 'it']",1
"['driverless', 'car', 'would', 'be', 'an', 'improvement', 'for', 'some', 'of', 'the', 'clown', 'on', 'the', 'road']",0
"['lot', 'of', 'leg', 'in', 'the', 'meeting', 'today', 'i', 'guess', 'u', 'guy', 'approve']",1
"['why', 'be', 'girl', 'just', 'mad', 'at', 'the', 'world', 'for', 'reason']",1
"['our', 'company', 'will', 'not', 'be', 'take', 'seriously', 'if', 'we', 'have', 'michelle', 'become', 'an', 'executive']",1
"['she', 'shoudnt', 'get', 'her', 'panty', 'in', 'bunch']",1
"['woman', 'just', 'dont', 'make', 'laugh', 'like', 'whip', 'out', 'your', 'tit', 'do', 'something', 'entertain']",1
"['if', 'you', 'have', 'vagina', 'dont', 'try', 'and', 'be', 'funny']",1
"['it', 'evident', 'woman', 'cant', 'do', 'man', 'job', 'when', 'it', 'come', 'to', 'tennis', 'coach']",1
"['damn', 'it', 'i', 'have', 'girl', 'in', 'my', 'recruit', 'group', 'again']",1
"['if', 'we', 'ever', 'get', 'woman', 'president', 'im', 'quit', 'the', 'organization']",1
"['both', 'of', 'our', 'female', 'manager', 'be', 'retard', 'and', 'overall', 'useless']",1
"['girl', 'our', 'age', 'that', 'drive', 'be', 'super', 'scary']",1
"['female', 'have', 'business', 'commentate', 'football', 'it', 'like', 'man', 'conduct', 'child', 'birthing', 'class']",1
"['why', 'be', 'angeles', 'woman', 'so', 'bitchy']",1
"['im', 'firm', 'believer', 'in', 'the', 'man', 'set', 'the', 'tone', 'in', 'the', 'relationship']",1
"['with', 'any', 'woman', 'sport', 'reporter', 'i', 'cant', 'listen', 'to', 'or', 'even', 'think', 'their', 'information', 'be', 'credible']",1
"['you', 'want', 'equality', 'learn', 'to', 'not', 'pull', 'the', 'woman', 'card']",1
"['i', 'can', 'not', 'watch', 'football', 'game', 'with', 'female', 'announcer', 'i', 'dont', 'know', 'why']",1
"['some', 'woman', 'should', 'not', 'be', 'behind', 'the', 'wheel', 'of', 'vehicle']",1
"['there', 'be', 'some', 'thing', 'girl', 'just', 'shouldnt', 'do']",1
"['it', 'very', 'much', 'job', 'for', 'lady']",1
"['im', 'not', 'sure', 'if', 'i', 'should', 'listen', 'to', 'woman', 'give', 'direction']",1
"['i', 'hate', 'snobby', 'woman', 'that', 'dont', 'know', 'there', 'place', 'in', 'front', 'of', 'men', 'im', 'just', 'vent']",1
"['i', 'dont', 'see', 'you', 'with', 'pilot', 'license', 'rennie', 'female', 'struggle', 'drive', 'car', 'yet', 'we', 'have', 'one', 'fly', 'our', 'plane', 'notsexist', 'justhonest']",1
"['i', 'refuse', 'to', 'watch', 'football', 'game', 'if', 'woman', 'be', 'commentate', 'im', 'not', 'sexist', 'but', 'some', 'people', 'just', 'dont', 'belong', 'in', 'some', 'thing']",1
"['when', 'the', 'last', 'time', 'you', 'heard', 'someone', 'break', 'up', 'with', 'pretty', 'quiet', 'girl', 'lighten', 'up']",1
"['woman', 'should', 'shave', 'their', 'goddamn', 'leg']",1
"['i', 'like', 'my', 'woman', 'to', 'be', 'homebody', 'or', 'housewife']",1
"['i', 'have', 'to', 'agree', 'that', 'woman', 'bathroom', 'be', 'so', 'much', 'bad', 'than', 'men', 'why', 'do', 'you', 'think', 'that', 'be']",1
"['this', 'lady', 'be', 'terrible', 'manager', 'not', 'because', 'shes', 'lady', 'though', 'but', 'because', 'shes', 'stupid', 'bitch']",1
"['woman', 'be', 'really', 'stupid', 'offense']",1
"['dont', 'go', 'around', 'say', 'woman', 'run', 'the', 'world', 'when', 'it', 'men', 'that', 'literally', 'run', 'it']",1
"['that', 'guy', 'be', 'never', 'go', 'to', 'live', 'down', 'lose', 'to', 'that', 'girl', 'in', 'the', 'product', 'pitch', 'competition']",1
"['the', 'majority', 'of', 'girl', 'be', 'useless', 'in', 'group', 'project', 'the', 'majority']",1
"['i', 'dont', 'like', 'movie', 'with', 'woman', 'with', 'the', 'main', 'role']",1
"['if', 'youre', 'female', 'bartender', 'you', 'agree', 'to', 'certain', 'gender', 'standard']",1
"['there', 'be', 'zero', 'female', 'i', 'know', 'who', 'arent', 'stupid', 'in', 'some', 'way', 'or', 'another', 'they', 'just', 'dont', 'listen']",1
"['when', 'woman', 'get', 'in', 'wreck', 'im', 'not', 'surprised']",1
"['hey', 'baby', 'you', 'dont', 'have', 'to', 'act', 'like', 'whiny', 'bitch']",1
"['lady', 'seriously', 'stop', 'put', 'your', 'cell', 'phone', 'in', 'you', 'back', 'pocket', 'it', 'not', 'attractive', 'and', 'it', 'detracts', 'from', 'the', 'booty']",1
"['i', 'dont', 'intend', 'on', 'my', 'wife', 'be', 'work', 'woman', 'call', 'sexist']",1
"['some', 'food', 'be', 'gender', 'specific', 'please', 'i', 'dont', 'want', 'woman', 'mix', 'my', 'shawarma']",1
"['sorry', 'honey', 'i', 'just', 'cant', 'control', 'how', 'much', 'i', 'love', 'big', 'butt']",1
"['you', 'should', 'know', 'that', 'im', 'man', 'and', 'men', 'dont', 'really', 'listen', 'to', 'woman', 'when', 'they', 'speak']",1
"['gender', 'role', 'be', 'definitely', 'to', 'be', 'accepted', 'and', 'respect']",1
"['it', 'always', 'the', 'female', 'that', 'expect', 'you', 'to', 'read', 'their', 'mind']",1
"['i', 'can', 'say', 'with', 'certainty', 'i', 'havent', 'have', 'an', 'intelligent', 'conversation', 'with', 'female', 'under', 'thirty']",1
"['girl', 'just', 'cant', 'sing', 'country', 'a', 'well', 'a', 'guy']",1
"['remind', 'why', 'be', 'woman', 'allow', 'opinion', 'again']",1
"['girl', 'dont', 'know', 'shit', 'about', 'sport', 'and', 'when', 'it', 'come', 'to', 'football', 'they', 'repeat', 'anything', 'their', 'dad', 'say']",1
"['woman', 'feeling', 'can', 'and', 'do', 'change', 'at', 'moment', 'without', 'notice']",1
"['how', 'many', 'men', 'do', 'it', 'take', 'to', 'mop', 'floor', 'none', 'thats', 'woman', 'work']",1
